calories,protein,total_fat,carbohydrate,fiber,sugars,Cluster
353,21.4,29.0,2.34,0.0,0.5,3
334,20.75,28.0,0.45,0.0,0.45,3
18,0.85,0.3,3.65,1.7,0.0,0
101,5.56,1.7,24.45,14.0,0.0,0
23,3.15,0.6,2.65,1.6,0.3,0
21,0.9,0.2,4.54,1.8,1.1,0
16,1.32,0.1,3.33,2.2,1.15,0
318,6.2,0.0,71.3,0.0,71.3,5
884,0.0,100.0,0.0,0.0,0.0,4
884,0.0,100.0,0.0,0.0,0.0,4
884,0.0,100.0,0.0,0.0,0.0,4
60,1.31,0.1,15.14,1.1,0.0,0
47,0.43,0.2,12.14,1.7,0.0,0
32,0.33,0.5,7.44,3.8,0.0,0
26,1.0,0.1,6.5,0.5,2.76,0
41,0.93,0.2,9.58,2.8,4.74,0
99,15.18,0.9,6.85,0.0,0.0,3
25,1.28,0.1,5.8,2.5,3.2,0
17,0.7,0.1,4.07,1.6,0.0,0
69,1.5,0.1,17.6,5.3,8.55,0
267,10.72,3.2,48.68,4.0,5.91,2
357,24.99,28.0,1.43,0.0,1.43,3
264,14.21,21.0,4.09,0.0,4.09,3
38,0.76,0.0,9.62,1.0,0.0,0
57,0.4,0.1,15.3,1.9,0.0,0
383,9.3,1.7,80.9,2.6,0.33,2
49,0.96,0.6,11.31,0.0,0.0,0
66,1.0,0.3,16.84,3.3,13.54,0
892,0.0,99.0,0.0,0.0,0.0,4
339,13.68,2.5,71.13,0.0,0.0,2
358,7.5,17.0,43.55,2.0,4.04,2
382,10.75,4.3,75.12,3.5,1.66,2
25,2.58,0.7,3.65,1.6,2.05,0
357,6.9,0.3,83.1,5.9,3.52,2
66,0.83,0.4,16.53,1.3,15.23,0
101,3.87,0.7,19.86,2.8,0.0,0
23,2.86,0.4,3.63,2.2,0.42,0
884,0.0,100.0,0.0,0.0,0.0,4
884,0.0,100.0,0.0,0.0,0.0,4
299,7.1,6.0,52.6,1.9,0.18,2
352,24.63,1.1,63.35,10.7,2.03,2
900,0.0,100.0,0.0,0.0,0.0,4
160,1.36,0.3,38.06,1.8,1.7,0
28,0.9,0.1,6.43,1.8,3.8,0
89,1.09,0.3,22.84,2.6,12.23,0
43,0.47,0.3,10.82,1.7,7.82,0
341,0.0,0.0,85.13,0.1,53.0,5
30,3.27,0.7,4.35,2.5,1.85,0
222,4.62,0.7,88.88,39.8,49.08,1
257,2.1,0.2,65.1,3.3,39.0,5
0,0.0,0.0,0.0,0.0,0.0,0
360,0.0,0.3,96.7,2.4,66.08,5
900,0.0,100.0,0.0,0.0,0.0,4
270,18.82,20.0,8.86,3.9,2.72,3
21,1.8,0.7,3.06,0.0,0.0,0
60,0.82,0.4,14.98,1.6,13.66,0
149,6.36,0.5,33.06,2.1,1.0,0
17,1.25,0.2,3.35,3.1,0.25,0
94,3.5,1.8,15.96,0.2,1.24,0
16,0.69,0.2,2.97,1.6,1.34,0
278,10.6,2.1,53.0,2.3,0.0,2
342,12.29,1.3,75.87,12.5,0.41,2
61,0.71,0.4,15.21,6.4,8.2,0
378,11.02,4.2,72.85,8.5,0.0,2
263,16.28,21.0,1.84,0.0,0.0,3
884,0.0,100.0,0.0,0.0,0.0,4
884,0.0,100.0,0.0,0.0,0.0,4
79,1.2,0.2,20.23,0.0,0.0,0
884,0.0,100.0,0.0,0.0,0.0,4
269,0.0,0.0,73.14,0.0,73.2,5
40,1.1,0.1,9.34,1.7,4.24,0
409,5.55,9.7,74.72,8.3,30.56,5
16,2.0,0.6,0.4,0.0,0.09,0
900,0.0,100.0,0.0,0.0,0.0,4
259,8.5,3.3,48.3,5.8,3.85,2
150,4.6,1.8,31.68,0.0,0.0,0
30,0.7,0.2,10.54,2.8,1.69,0
224,1.9,10.0,32.9,0.8,16.23,0
57,0.36,0.1,15.23,3.1,9.75,0
46,0.7,0.3,11.42,1.4,9.92,0
111,2.3,2.0,23.9,6.2,14.1,0
43,1.61,0.2,9.56,2.8,6.76,0
287,9.5,6.0,47.8,2.3,1.78,2
343,13.25,3.4,71.5,10.0,0.0,2
884,0.0,100.0,0.0,0.0,0.0,4
882,0.0,100.0,0.0,0.0,0.0,4
336,13.05,2.1,72.13,0.0,0.0,2
338,10.34,1.6,75.86,15.1,0.98,1
22,2.0,0.7,3.2,2.9,0.0,0
49,4.28,0.9,8.75,3.6,2.26,0
33,1.93,0.2,7.45,3.2,1.48,0
112,1.5,0.2,26.46,4.1,0.4,0
74,0.75,0.3,19.18,2.9,16.26,0
109,20.6,2.3,0.0,0.0,0.0,3
290,0.0,0.1,74.73,0.0,74.72,5
426,10.1,9.7,74.2,2.5,12.5,2
118,1.53,0.2,27.88,4.1,0.5,0
884,0.0,100.0,0.0,0.0,0.0,4
266,0.15,0.0,69.95,1.0,51.22,5
88,4.55,4.2,8.05,0.0,8.05,0
101,1.04,0.1,27.4,0.3,21.27,0
192,20.29,11.0,7.64,0.0,0.0,3
292,2.23,11.0,46.13,6.1,13.2,2
304,0.3,0.0,82.4,0.2,82.12,5
211,19.4,11.0,12.68,5.4,4.89,3
76,3.52,1.7,12.23,0.0,0.0,0
371,25.56,3.3,59.87,18.6,0.0,1
902,0.0,100.0,0.0,0.0,0.0,4
389,16.89,6.9,66.27,10.6,0.0,2
198,12.79,6.0,25.37,5.4,6.2,0
112,0.38,0.1,27.23,0.4,0.39,0
265,9.0,4.3,68.92,42.5,4.09,1
74,5.85,1.1,14.1,0.0,0.0,0
86,3.22,1.2,19.02,2.7,3.22,0
340,13.21,2.5,71.97,10.7,0.41,2
175,0.89,13.0,13.01,1.6,11.07,0
105,20.28,2.0,0.0,0.0,0.0,3
433,6.6,14.0,72.7,3.4,37.43,5
22,2.11,0.4,3.87,1.3,2.5,0
117,19.35,3.8,0.0,0.0,0.0,3
143,12.51,9.5,0.71,0.0,0.37,3
475,8.11,15.0,72.8,3.7,5.71,2
884,0.11,100.0,0.0,0.0,0.0,4
338,13.18,1.8,73.14,14.6,0.0,1
373,21.44,30.0,4.63,0.0,4.63,3
386,56.19,18.0,0.0,0.0,0.0,3
283,24.75,20.0,0.0,0.0,0.0,3
477,52.47,30.0,10.03,7.2,0.0,3
200,11.64,14.0,7.41,0.0,0.0,3
336,21.85,26.0,2.4,0.0,0.96,3
366,5.95,1.4,80.13,2.4,0.12,2
95,4.4,0.2,19.0,0.0,19.0,0
477,8.4,20.0,66.85,4.0,13.0,2
435,6.8,13.0,73.7,3.4,24.2,5
130,18.28,5.2,1.42,0.0,0.0,3
143,22.32,6.4,1.5,0.0,0.0,3
117,18.28,4.3,0.0,0.0,0.0,3
85,10.92,4.2,0.97,0.9,0.4,0
412,9.62,16.0,57.29,6.4,0.0,2
526,30.78,37.0,26.62,0.0,0.0,3
21,0.72,0.3,4.6,1.7,0.0,0
158,13.05,11.0,0.41,0.0,0.4,3
34,1.1,0.3,8.09,2.9,3.3,0
213,23.9,13.0,0.0,0.0,0.0,3
48,0.0,0.0,12.3,0.0,0.0,0
41,3.79,0.9,4.48,0.0,4.61,0
479,4.13,27.0,59.51,5.0,48.34,5
248,11.47,12.0,23.67,0.0,23.67,0
90,18.5,1.2,0.0,0.0,0.0,3
132,5.71,0.8,27.6,4.3,3.07,0
220,3.31,3.4,44.08,2.8,27.26,2
51,1.35,0.3,10.92,0.3,0.0,0
356,11.35,0.8,74.1,4.3,0.0,2
418,10.0,12.0,68.19,3.3,0.0,2
365,4.02,10.0,64.62,16.1,32.14,1
308,0.17,1.1,82.8,5.3,72.56,5
366,20.0,30.0,3.97,0.0,0.0,3
293,9.9,4.3,52.7,2.3,1.77,2
164,29.37,4.3,0.0,0.0,0.0,3
49,2.06,0.6,9.05,0.8,7.82,0
474,10.0,18.0,68.26,2.5,62.5,5
367,7.5,0.4,84.4,1.2,9.3,2
325,24.51,24.0,2.04,0.0,0.55,3
146,21.62,5.9,0.0,0.0,0.0,3
31,0.91,0.1,7.21,1.8,5.51,0
310,11.7,28.0,2.0,0.0,0.0,3
180,3.57,5.5,30.17,0.0,0.0,0
467,6.5,18.0,69.5,4.1,35.6,5
138,4.48,0.0,30.06,1.0,6.3,0
176,6.5,8.8,17.7,1.1,0.0,0
590,24.0,50.0,21.83,6.6,9.29,4
884,0.0,100.0,0.0,0.0,0.0,4
112,22.64,1.9,0.14,0.0,0.07,3
350,4.6,8.9,62.9,2.8,34.82,5
386,9.72,5.2,75.2,16.6,6.47,1
184,18.44,12.0,0.0,0.0,0.0,3
279,21.93,4.8,52.1,10.4,7.27,2
371,10.4,4.3,71.0,0.0,0.0,2
99,1.82,0.5,25.31,0.0,0.0,0
398,3.33,1.7,92.39,3.3,44.97,5
205,18.6,14.0,0.0,0.0,0.0,3
497,12.46,25.0,59.86,3.0,53.25,5
174,6.71,13.0,6.83,0.5,0.42,0
384,14.16,4.4,71.27,3.3,1.88,2
149,9.99,11.0,1.61,0.0,1.39,0
185,13.87,13.0,1.35,0.0,0.94,3
281,4.72,0.5,72.52,6.0,0.0,2
498,5.7,23.0,68.0,1.6,20.7,2
123,22.59,3.0,0.0,0.0,0.0,3
317,2.5,2.5,80.0,7.5,67.5,5
190,2.6,7.3,29.08,5.0,21.76,0
490,13.44,25.0,52.88,3.8,40.32,5
211,1.0,17.0,13.3,0.5,4.25,0
168,13.19,4.4,18.74,1.2,15.2,0
186,3.99,14.0,11.61,0.3,3.98,0
172,24.38,7.6,0.0,0.0,0.0,3
146,20.23,7.2,0.05,0.0,0.0,3
318,10.65,5.8,55.77,2.2,3.55,2
302,15.79,20.0,15.09,0.0,0.08,3
63,1.4,0.4,15.38,0.0,0.0,0
50,0.54,0.1,13.12,1.4,9.85,0
96,17.5,2.4,0.0,0.0,0.0,3
388,9.5,6.3,73.8,8.5,23.2,2
0,0.0,0.0,0.0,0.0,0.0,0
24,3.23,0.2,4.1,1.9,0.0,0
203,8.8,2.1,40.4,6.7,8.09,2
187,5.0,7.2,25.7,0.8,24.71,0
374,12.9,2.3,76.4,7.4,0.0,2
390,12.1,3.2,76.6,6.3,0.94,2
334,9.6,0.9,80.4,22.9,1.01,1
57,0.25,0.1,13.68,2.3,10.37,0
111,24.35,0.8,0.0,0.0,0.0,3
112,24.35,0.9,0.0,0.0,0.0,3
650,24.8,55.0,14.23,7.8,6.35,4
238,14.24,19.0,2.06,0.0,0.0,3
81,12.03,2.5,2.43,0.0,0.0,0
133,1.04,13.0,6.57,1.8,4.28,0
40,0.29,0.1,10.78,3.7,0.0,0
181,22.7,9.3,0.0,0.0,0.0,3
884,0.0,100.0,0.0,0.0,0.0,4
40,2.0,0.5,8.7,3.9,3.95,0
82,0.65,0.2,20.87,0.9,0.0,0
158,17.96,9.0,0.0,0.0,0.0,3
272,11.33,23.0,5.61,0.0,0.0,3
319,13.88,20.0,20.93,1.5,0.75,3
186,4.14,5.9,30.05,0.4,26.89,0
139,19.29,6.3,0.0,0.0,0.0,3
280,0.01,5.1,50.2,1.6,5.1,2
503,10.1,25.0,58.2,2.4,0.28,2
196,19.4,13.0,0.59,0.0,0.0,3
51,0.41,0.1,12.2,0.2,10.57,0
56,0.0,0.0,5.92,0.0,5.92,0
51,0.2,0.1,12.3,0.2,11.0,0
508,26.08,36.0,28.09,12.2,6.79,2
144,7.3,5.0,17.52,8.2,0.84,0
362,8.12,3.6,76.89,7.3,0.64,2
112,23.57,2.0,0.0,0.0,0.0,3
258,8.58,0.6,65.03,9.8,0.0,2
269,5.71,1.9,57.32,1.0,8.57,2
258,9.0,1.1,53.26,2.6,3.01,2
246,20.52,18.0,0.0,0.0,0.0,3
79,13.5,0.7,4.7,0.0,0.0,0
73,9.95,1.9,3.94,0.0,3.56,0
63,0.2,0.2,15.22,2.1,11.68,0
451,41.6,30.0,3.7,0.0,0.85,3
22,0.8,0.4,4.56,2.6,1.6,0
228,6.0,5.8,38.27,1.4,8.84,0
17,1.23,0.3,3.29,2.1,1.19,0
438,4.8,12.0,78.1,1.1,37.6,5
336,14.38,0.7,74.62,0.0,0.0,2
398,6.67,4.0,83.73,3.7,65.55,5
157,21.78,7.1,0.0,0.0,0.0,3
264,0.98,22.0,16.07,0.0,16.07,0
309,27.35,20.0,4.06,0.0,0.26,3
292,2.17,31.0,2.96,0.0,2.96,0
340,2.84,36.0,2.74,0.0,2.92,3
541,7.41,34.0,51.06,43.4,0.0,1
343,22.94,1.6,61.52,0.0,0.0,2
275,9.5,3.4,52.2,7.1,0.58,2
275,9.1,1.2,55.7,2.2,1.3,2
198,19.42,13.0,0.0,0.0,0.0,3
396,7.1,12.0,73.0,0.0,0.0,2
480,4.2,30.0,63.9,5.9,54.5,5
438,7.68,18.0,60.52,1.0,10.26,2
46,0.39,0.1,12.2,0.1,12.1,0
145,28.49,2.6,0.0,0.0,0.0,3
404,4.7,5.5,84.1,1.3,0.0,2
335,12.62,3.1,70.59,10.0,2.6,2
101,1.98,0.2,23.19,1.7,5.45,0
158,15.05,8.8,4.65,0.3,3.2,3
95,19.6,1.2,1.54,0.0,0.0,3
135,24.21,3.5,0.0,0.0,0.0,3
158,23.73,6.3,0.0,0.0,0.0,3
367,7.54,3.2,76.25,3.6,0.66,2
112,15.2,5.2,0.0,0.0,0.0,3
884,0.0,100.0,0.0,0.0,0.0,4
439,38.09,22.0,30.38,9.7,7.61,3
162,22.86,7.2,0.0,0.0,0.0,3
131,20.35,4.8,0.0,0.0,0.0,3
114,21.79,2.3,0.0,0.0,0.0,3
188,0.0,0.0,56.29,18.8,18.76,1
23,3.99,0.7,2.1,1.9,0.2,0
26,0.52,0.2,5.64,0.0,3.54,0
104,17.78,3.2,0.0,0.0,0.0,3
40,1.7,0.5,8.4,2.7,2.7,0
72,3.33,5.0,3.33,0.0,3.33,0
47,0.1,0.1,11.7,0.1,8.46,0
119,3.05,2.7,21.15,0.3,20.85,0
39,0.5,0.1,9.2,0.1,9.1,0
424,7.6,10.0,75.4,0.2,0.0,2
92,19.44,1.0,0.0,0.0,0.0,3
185,12.81,14.0,1.45,0.0,0.93,3
333,12.66,21.0,24.52,1.4,1.93,3
21,0.82,0.0,4.53,0.8,3.7,0
351,13.1,1.5,78.9,11.8,0.0,2
170,17.3,4.0,16.1,0.0,14.51,3
108,3.23,2.2,18.39,0.3,11.59,0
325,0.3,0.3,90.4,8.6,0.0,2
462,6.19,21.0,63.81,1.2,56.92,5
503,8.85,52.0,0.89,0.0,0.0,4
191,7.4,5.6,29.24,5.2,0.0,0
26,3.58,0.3,4.04,1.8,0.0,0
371,0.1,3.0,85.8,0.0,49.16,5
105,3.77,6.7,7.4,0.1,4.78,0
29,1.52,0.2,6.64,1.9,4.01,0
40,1.87,0.4,8.81,1.5,5.3,0
18,1.2,0.2,3.84,1.2,2.39,0
56,1.4,0.2,13.8,4.3,7.37,0
87,18.06,1.1,0.04,0.0,0.0,3
115,0.37,0.1,28.0,0.6,0.0,0
59,10.19,0.4,3.6,0.0,3.24,0
444,9.34,13.0,71.52,3.4,15.01,2
328,10.0,4.0,64.66,4.8,3.26,2
344,13.0,8.0,58.0,0.0,0.0,2
333,50.14,1.8,35.51,0.0,0.0,3
35,3.91,0.5,6.04,2.5,0.0,0
46,0.25,0.1,12.08,0.0,12.08,0
88,2.35,1.2,17.06,0.6,11.76,0
415,28.0,12.0,48.73,3.1,34.89,5
0,0.0,0.0,0.0,0.0,0.0,0
24,3.36,0.6,3.02,3.0,0.0,0
55,6.6,0.5,6.0,0.5,0.0,0
251,4.72,17.0,19.78,0.9,17.35,0
900,0.0,100.0,0.0,0.0,0.0,4
39,0.5,0.1,9.2,0.0,0.0,0
97,11.3,3.8,3.7,0.0,0.0,0
43,3.81,2.5,3.6,0.0,0.0,0
62,6.9,2.7,2.4,0.1,1.27,0
55,4.8,2.7,2.9,0.1,1.31,0
203,9.1,2.9,40.5,12.0,2.29,2
387,12.94,4.5,77.78,14.5,0.87,1
293,3.48,3.3,61.0,1.4,32.73,5
316,11.16,28.0,3.36,0.0,1.31,3
124,18.18,5.1,0.07,0.0,0.0,3
131,4.42,5.0,16.97,1.2,6.59,0
371,10.4,4.3,71.0,0.0,0.0,2
446,36.49,20.0,30.16,9.3,7.33,3
332,18.21,28.0,0.35,0.0,0.0,3
334,12.5,30.0,2.1,0.0,0.0,3
527,3.9,26.0,70.0,1.0,41.0,5
14,1.1,0.1,2.63,1.4,0.0,0
19,1.8,0.3,3.4,0.0,0.0,0
281,0.0,0.0,76.0,0.0,75.65,5
112,8.82,3.8,10.8,2.3,0.51,0
316,11.05,29.0,2.45,0.0,1.4,3
120,23.36,2.2,0.0,0.0,0.0,3
97,3.75,6.9,5.18,0.0,0.0,0
619,24.06,59.0,9.58,6.8,1.1,4
195,3.56,4.9,34.15,1.1,1.38,0
38,1.49,0.5,6.86,3.8,1.16,0
323,3.07,16.0,43.62,2.0,17.25,2
376,9.62,25.0,27.2,1.2,1.97,2
228,21.4,11.0,10.39,0.9,1.24,3
109,11.22,4.7,7.61,4.8,2.48,0
86,11.9,2.2,3.69,0.0,0.0,0
227,25.1,14.0,0.0,0.0,0.0,3
370,6.3,0.5,82.4,0.7,0.3,2
230,10.28,6.5,32.52,1.7,7.6,0
442,6.3,17.0,65.6,0.0,0.0,2
501,7.49,30.0,54.65,0.0,0.0,2
35,5.06,0.0,3.64,0.0,3.64,0
95,16.05,3.0,0.0,0.0,0.0,3
196,4.71,6.0,31.81,0.0,0.0,0
100,0.1,0.1,26.1,1.0,13.8,0
184,0.89,1.0,42.81,0.7,0.0,0
141,29.01,1.9,0.0,0.0,0.0,3
34,0.0,1.7,5.08,0.0,1.69,0
550,21.5,50.0,5.4,0.0,0.0,4
174,11.26,13.0,3.04,0.0,0.27,3
133,0.0,6.7,20.0,0.0,20.0,0
195,5.2,1.5,43.3,4.7,2.42,2
310,20.38,24.0,2.53,0.0,1.76,3
299,18.09,24.0,2.98,0.0,2.32,3
376,0.0,1.1,97.57,0.4,94.7,5
98,0.7,0.1,25.1,2.2,0.0,0
346,5.3,11.0,57.9,1.6,0.0,2
18,0.95,0.1,4.01,0.7,2.49,0
21,2.71,0.4,3.11,1.1,0.0,0
122,16.88,4.9,1.87,0.0,1.43,3
244,14.1,12.0,22.17,1.6,5.13,3
323,14.3,28.0,2.98,0.0,2.98,3
297,25.69,21.0,0.0,0.0,0.0,3
346,14.25,31.0,0.65,0.0,0.0,3
241,13.6,19.0,4.0,0.0,0.0,3
255,3.26,13.0,30.87,3.5,0.86,2
277,11.1,16.0,22.97,1.2,2.57,3
475,7.5,28.0,60.0,2.5,52.5,5
119,17.54,4.9,0.0,0.0,0.0,3
201,13.45,13.0,6.55,0.0,0.0,3
292,18.2,15.0,20.49,1.3,0.0,3
748,5.05,81.0,0.0,0.0,0.0,4
352,11.2,3.3,75.7,9.1,20.0,2
165,1.54,3.1,32.75,0.0,18.46,0
322,0.8,0.3,79.0,0.1,46.8,5
195,16.39,14.0,0.0,0.0,0.0,3
235,7.66,17.0,11.94,0.2,0.0,0
628,14.95,61.0,16.7,9.7,4.34,4
392,10.7,4.2,76.4,1.4,12.65,2
25,0.0,0.0,6.25,3.1,6.25,0
27,1.0,0.2,6.32,0.9,0.0,0
164,18.48,9.5,0.0,0.0,0.0,3
143,2.68,8.2,11.17,1.3,0.0,0
478,4.2,19.0,72.3,1.5,35.4,5
489,3.5,26.0,64.1,4.4,35.8,5
364,21.58,30.0,0.12,0.0,0.12,3
172,21.76,8.8,0.0,0.0,0.0,3
540,8.15,31.0,56.29,3.8,34.11,5
52,1.0,0.1,11.73,0.9,0.91,0
505,11.16,50.0,2.11,0.0,0.0,4
245,0.36,0.1,60.61,0.6,30.54,5
250,8.57,12.0,26.96,1.0,7.54,0
586,18.08,51.0,24.05,5.5,0.0,4
384,14.16,4.4,71.27,3.3,1.88,2
274,1.38,0.6,73.43,14.5,0.0,2
36,0.78,0.5,7.9,3.3,4.76,0
31,1.04,0.3,6.73,2.8,3.98,0
271,19.22,14.0,17.25,1.2,0.4,3
155,5.54,5.2,21.63,5.5,0.0,0
123,3.13,10.0,4.73,0.0,4.13,0
33,2.47,0.8,4.12,0.4,2.88,0
16,1.04,0.2,2.94,1.8,0.0,0
25,0.0,0.0,6.25,3.1,6.25,0
25,0.0,0.0,6.25,3.1,6.25,0
242,0.7,0.2,64.4,0.3,43.4,5
718,0.49,78.0,2.87,0.0,0.06,4
122,17.93,2.4,7.27,0.0,0.0,3
130,4.58,0.6,26.15,0.0,0.0,0
301,14.03,26.0,2.95,1.0,1.33,3
110,20.64,2.5,0.0,0.0,0.0,3
401,4.1,14.0,68.0,1.2,47.56,5
40,0.8,0.1,10.42,1.5,0.0,0
518,6.51,26.0,64.59,1.0,48.68,5
20,0.86,0.2,4.64,1.7,2.4,0
155,18.79,8.1,0.47,0.0,0.0,3
182,28.9,7.3,0.14,0.0,0.0,3
54,0.15,0.3,13.13,0.1,12.65,0
73,0.66,1.2,16.97,7.5,8.31,0
93,1.93,0.9,19.16,2.2,15.11,0
293,10.7,3.3,54.3,2.3,4.14,2
195,4.29,2.2,39.47,0.0,3.74,0
862,0.0,100.0,0.0,0.0,0.0,4
179,19.93,10.0,0.0,0.0,0.0,3
70,1.03,4.4,6.89,0.0,6.89,0
140,11.63,10.0,0.01,0.0,0.0,3
110,20.31,2.6,1.34,0.0,0.9,3
437,4.4,14.0,74.6,1.7,46.62,5
168,3.19,8.7,19.03,0.0,11.67,0
415,37.86,27.0,3.41,0.0,0.9,3
34,1.1,0.3,8.09,2.9,3.3,0
450,5.6,14.0,75.3,1.4,25.4,5
122,21.51,3.3,0.0,0.0,0.0,3
266,8.7,4.7,51.1,7.5,8.46,2
141,31.7,0.0,3.5,1.8,1.48,3
274,20.25,15.0,13.66,1.4,0.0,3
180,4.78,4.8,29.46,0.3,22.12,0
127,23.69,2.9,0.0,0.0,0.0,3
53,2.47,1.7,7.82,0.4,6.58,0
131,22.25,4.7,0.0,0.0,0.0,3
212,13.84,16.0,2.08,0.0,1.64,3
457,11.79,15.0,68.26,3.8,4.76,2
142,0.52,0.1,34.6,5.1,0.49,0
176,19.44,10.0,0.0,0.0,0.0,3
51,0.79,2.7,5.87,0.0,0.94,0
89,1.65,2.8,14.65,1.3,0.5,0
368,25.9,29.0,1.6,0.0,0.2,3
409,11.72,15.0,57.56,3.8,7.6,2
359,8.43,3.3,76.64,6.6,1.94,2
112,3.86,3.0,17.75,0.0,17.75,0
552,6.1,34.0,55.7,4.1,25.4,5
25,0.0,0.0,6.25,3.1,6.25,0
154,10.57,12.0,0.64,0.0,0.31,3
60,0.72,0.2,15.56,0.0,0.0,0
462,13.8,29.0,44.9,0.0,0.0,2
369,0.1,0.1,94.3,0.2,65.0,5
119,5.44,3.7,15.89,4.9,0.99,0
71,4.7,4.0,4.03,0.7,0.67,0
165,1.55,1.2,36.93,1.3,34.31,5
149,5.99,1.7,30.07,3.9,0.75,0
95,1.25,0.2,22.04,1.5,9.82,0
296,9.58,1.0,75.37,11.5,2.21,2
529,2.48,33.0,59.29,0.0,7.77,2
62,0.5,1.3,13.63,0.0,0.0,0
279,2.1,1.1,65.1,2.6,49.65,5
322,5.95,32.0,3.06,1.1,0.85,3
233,12.0,9.5,1.6,0.0,0.85,3
26,0.6,0.3,5.23,2.3,2.5,0
451,12.34,15.0,66.36,4.1,6.02,2
94,2.35,1.2,18.24,0.6,12.94,0
197,16.93,14.0,0.0,0.0,0.0,3
97,17.63,2.4,0.0,0.0,0.0,3
274,7.9,4.4,52.3,4.3,0.0,2
374,28.4,27.0,3.4,0.0,1.31,3
255,9.3,0.0,54.52,4.7,9.3,2
240,3.7,7.4,39.6,1.2,21.3,2
48,0.27,0.1,12.76,1.3,10.1,0
32,1.64,0.3,7.29,1.9,4.4,0
24,3.36,0.6,3.01,3.0,0.0,0
358,23.91,2.2,63.1,10.8,0.0,2
173,15.84,8.9,6.4,0.0,0.0,3
192,19.63,12.0,0.0,0.0,0.0,3
281,10.34,24.0,6.31,0.0,1.97,3
253,13.33,20.0,4.8,0.0,0.0,3
153,22.9,6.1,0.0,0.0,0.0,3
223,6.21,12.0,21.39,3.7,1.63,0
60,3.74,3.3,5.83,4.0,0.92,0
21,0.55,0.1,5.1,1.8,1.1,0
280,3.23,12.0,38.7,2.9,0.51,2
264,9.7,5.0,47.3,5.3,5.08,2
22,1.14,0.7,3.81,2.5,0.84,0
718,7.91,76.0,13.82,8.6,4.57,4
486,4.6,27.0,58.59,3.7,46.19,5
249,3.5,16.0,22.29,0.0,20.65,0
115,22.86,2.0,0.0,0.0,0.0,3
76,16.41,0.7,0.0,0.0,0.0,3
29,1.1,0.3,9.32,2.8,2.5,0
560,20.16,45.0,27.17,10.6,7.66,4
196,13.61,15.0,0.83,0.0,0.4,3
51,0.5,0.5,12.5,3.0,0.0,0
544,61.3,31.0,0.0,0.0,0.0,3
121,11.91,5.2,8.91,5.2,2.18,0
149,8.0,9.0,9.0,3.3,1.9,0
189,17.78,11.0,4.44,1.1,2.22,3
450,5.6,14.0,75.3,1.4,25.4,5
331,0.1,0.1,82.32,3.9,17.44,2
127,3.0,3.6,21.6,2.3,19.24,0
67,1.34,0.1,16.3,2.5,0.31,0
60,3.33,0.0,11.67,3.3,3.33,0
108,4.62,1.2,19.23,5.4,6.15,0
47,3.13,0.0,9.38,3.1,6.25,0
271,24.7,18.0,3.5,0.0,3.5,3
577,4.9,40.0,52.54,0.0,52.54,5
42,1.69,1.7,5.08,0.0,1.69,0
33,2.88,1.7,1.65,0.4,0.41,0
27,0.0,0.0,6.67,3.3,3.33,0
57,0.0,0.2,13.85,4.4,0.0,0
371,36.17,9.7,40.37,18.9,0.0,1
135,0.99,0.3,32.0,10.6,20.87,0
460,3.02,23.0,61.22,5.1,45.16,5
167,1.96,15.0,8.64,6.8,0.3,0
366,7.9,1.3,82.2,16.5,1.07,1
812,2.92,89.0,0.0,0.0,0.0,4
489,10.93,23.0,59.42,2.3,4.53,2
8,1.69,0.0,0.0,0.0,0.0,0
290,57.47,7.7,23.9,3.6,3.1,3
462,6.5,19.0,67.3,0.0,0.0,2
185,25.3,8.1,0.9,0.0,0.0,3
285,10.16,19.0,17.5,1.1,0.93,3
473,8.6,21.0,64.9,4.5,13.04,2
384,9.85,5.9,72.9,9.4,1.56,2
278,9.77,24.0,4.9,0.0,0.0,3
322,11.69,29.0,2.66,0.0,1.27,3
149,17.3,6.4,4.53,0.0,4.61,3
286,14.57,15.0,23.71,1.0,4.49,3
381,7.8,0.0,90.5,0.0,86.04,5
380,8.53,12.0,59.78,3.2,9.23,2
53,2.9,1.1,9.5,2.9,2.6,0
247,10.6,15.0,18.4,0.0,0.0,3
407,22.58,34.0,1.6,0.0,0.0,3
309,11.98,28.0,0.94,0.0,0.94,3
111,2.29,1.6,22.1,9.3,0.0,0
342,5.76,13.0,69.28,14.8,7.76,1
307,9.59,7.5,65.59,11.3,1.8,2
114,21.85,2.3,0.0,0.0,0.0,3
155,28.12,3.9,0.0,0.0,0.0,3
148,3.37,6.5,19.59,0.9,13.63,0
88,19.26,0.7,0.0,0.0,0.0,3
73,2.0,0.0,17.44,1.6,9.6,0
271,7.9,0.7,63.37,23.9,37.32,1
114,1.53,6.0,13.53,0.0,0.0,0
70,0.58,0.2,18.59,3.6,12.53,0
409,9.09,9.1,72.73,1.8,31.8,5
29,2.47,0.8,3.29,0.4,2.47,0
313,28.2,22.0,0.7,0.0,0.56,3
349,8.95,0.5,83.28,9.2,37.41,5
332,15.41,2.0,64.47,0.0,0.0,2
88,2.35,1.2,17.65,0.6,12.94,0
88,2.35,1.2,17.06,0.6,12.35,0
345,8.2,3.1,71.04,1.7,0.25,2
42,2.49,0.5,8.82,5.3,0.0,0
276,14.0,23.0,4.27,0.9,0.0,3
259,11.4,4.8,43.7,4.9,8.46,2
133,23.57,3.6,0.0,0.0,0.0,3
