category,serving_size,calories,protein,total_fat,carbohydrate,fiber,sugars
Sauce,100.0,63,2.38,1.6,9.52,0.8,0.79
Beverages,100.0,64,0.0,0.0,16.03,0.0,15.85
Red Meat,100.0,113,17.53,4.2,1.2,0.0,1.06
Red Meat,100.0,103,14.47,3.8,2.82,0.0,0.91
Dairy,100.0,512,15.36,28.0,52.2,0.0,52.2
Snacks,100.0,391,4.4,11.0,69.8,3.3,24.7
Condiments,100.0,160,1.5,14.0,7.0,0.0,5.65
Red Meat,100.0,120,21.08,3.3,0.0,0.0,0.0
Legumes and seeds,100.0,103,6.07,0.3,19.32,5.3,1.34
Red Meat,100.0,256,30.35,15.0,0.03,0.0,0.0
Dairy,100.0,108,2.05,4.9,14.4,2.2,0.0
Red Meat,100.0,217,25.7,12.0,0.0,0.0,0.0
Red Meat,100.0,178,19.74,10.0,0.0,0.0,0.0
Red Meat,100.0,199,19.48,13.0,0.0,0.0,0.0
Legumes and seeds,100.0,164,8.86,2.6,27.42,7.6,4.8
Red Meat,100.0,121,22.81,2.6,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,235,7.7,1.8,46.0,2.7,0.0
Eggs,100.0,235,7.7,1.8,46.0,2.7,0.0
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Dairy,100.0,514,11.0,28.0,55.0,0.0,55.0
Red Meat,100.0,155,27.47,4.2,0.0,0.0,0.0
Red Meat,100.0,103,19.0,3.0,0.0,0.0,0.0
Red Meat,100.0,150,23.3,4.7,3.78,0.0,0.0
Red Meat,100.0,307,28.53,21.0,0.03,0.0,0.0
Beverages,100.0,338,3.3,0.6,85.4,0.0,1.88
Miscellaneous Ingredients,100.0,130,2.9,7.0,13.9,0.0,13.9
Red Meat,100.0,247,29.59,14.0,0.04,0.0,0.0
Sauce,100.0,53,2.86,1.0,7.76,1.2,1.22
Red Meat,100.0,155,27.94,4.8,0.0,0.0,0.0
Red Meat,100.0,164,20.62,9.1,0.0,0.0,0.0
Beverages,100.0,153,0.4,0.0,39.0,0.1,38.05
Dairy,100.0,85,4.93,1.3,13.8,0.0,13.8
Miscellaneous Ingredients,100.0,264,10.56,1.3,52.38,1.6,8.43
Miscellaneous Ingredients,100.0,884,0.0,100.0,0.0,0.0,0.0
Dairy,100.0,128,3.13,7.0,13.21,0.0,13.1
Sauce,100.0,78,3.27,3.7,7.35,1.2,0.82
Legumes and seeds,100.0,68,4.47,0.8,11.36,4.9,2.99
Red Meat,100.0,194,19.56,12.0,0.0,0.0,0.0
Grains,100.0,320,3.13,11.0,52.83,3.5,8.36
Red Meat,100.0,200,29.37,9.0,0.27,0.0,0.0
Dairy,100.0,68,1.71,3.5,7.53,0.0,6.44
Red Meat,100.0,172,13.99,13.0,0.8,0.0,0.62
Poultry,100.0,175,22.78,9.3,0.01,0.0,0.0
Snacks,100.0,259,14.35,9.8,28.3,4.3,4.03
Beverages,100.0,0,0.1,0.0,0.0,0.0,0.0
Vegetables,100.0,13,0.61,0.1,2.96,1.4,1.19
Red Meat,100.0,240,18.12,19.0,0.13,0.0,0.0
Sauce,100.0,49,2.86,1.0,6.94,0.4,0.41
Fruits,100.0,385,4.01,9.0,71.83,1.8,31.0
Red Meat,100.0,107,17.93,3.4,1.24,0.0,0.97
Grains,100.0,381,6.45,1.3,86.04,0.7,8.35
Vegetables,100.0,81,2.55,0.7,19.3,2.4,3.07
Grains,100.0,94,3.11,0.7,22.33,2.8,3.59
Legumes and seeds,100.0,131,8.49,0.7,23.5,6.4,4.46
Red Meat,100.0,208,27.43,11.0,0.41,0.0,0.0
Dairy,100.0,112,6.9,3.9,13.4,0.0,0.0
Red Meat,100.0,129,21.65,4.0,0.0,0.0,0.0
Snacks,100.0,396,24.29,13.0,47.24,2.5,32.86
Condiments,100.0,251,12.8,13.0,21.2,0.0,0.0
Grains,100.0,356,22.29,2.6,69.8,9.5,30.29
Snacks,100.0,481,5.4,23.0,66.8,2.5,0.0
Miscellaneous Ingredients,100.0,522,10.89,29.0,54.73,0.0,54.73
Snacks,100.0,124,4.31,1.9,30.07,6.0,7.1
Fruits,100.0,21,0.0,0.0,5.14,0.0,1.52
Red Meat,100.0,127,22.27,3.5,0.0,0.0,0.0
Beverages,100.0,400,4.55,2.3,90.28,4.5,81.82
Red Meat,100.0,222,28.02,11.0,0.0,0.0,0.0
Red Meat,100.0,193,24.99,9.6,0.0,0.0,0.0
Beverages,100.0,368,27.87,12.0,50.0,18.2,20.59
Red Meat,100.0,169,19.88,10.0,0.05,0.0,0.0
Condiments,100.0,213,10.52,10.0,20.43,1.2,3.18
Fruits,100.0,371,5.4,19.0,47.8,1.9,0.0
Snacks,100.0,503,0.0,29.0,61.59,0.0,0.0
Red Meat,100.0,77,14.86,2.0,0.0,0.0,0.0
Red Meat,100.0,196,29.87,8.5,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,147,2.24,4.7,24.81,1.9,0.2
Beverages,100.0,31,0.21,2.1,2.92,0.0,2.5
Red Meat,100.0,135,21.91,4.6,0.0,0.0,0.0
Grains,100.0,96,2.37,1.2,18.95,2.0,6.31
Miscellaneous Ingredients,100.0,297,13.1,4.0,52.06,2.0,5.04
Snacks,100.0,254,12.78,8.6,31.24,4.3,7.62
Red Meat,100.0,199,29.31,8.2,0.0,0.0,0.0
Legumes and seeds,100.0,105,6.65,0.3,19.45,4.8,1.37
Legumes and seeds,100.0,81,4.19,1.0,13.66,4.0,3.17
Snacks,100.0,517,4.44,26.0,65.96,6.7,53.07
Condiments,100.0,254,13.06,12.0,24.97,1.4,5.11
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,519,14.0,28.0,52.8,0.0,51.0
Miscellaneous Ingredients,100.0,20,0.83,0.0,4.22,0.0,0.0
Red Meat,100.0,129,21.69,4.1,0.0,0.0,0.0
Beverages,100.0,43,2.87,2.0,14.2,2.9,0.27
Red Meat,100.0,114,20.16,3.1,0.0,0.0,0.0
Red Meat,100.0,124,21.45,3.6,0.0,0.0,0.0
Red Meat,100.0,217,28.53,11.0,0.0,0.0,0.0
Red Meat,100.0,173,22.24,8.7,0.0,0.0,0.0
Legumes and seeds,100.0,63,2.6,0.5,13.98,2.6,0.0
Miscellaneous Ingredients,100.0,119,1.99,1.9,23.44,2.6,0.31
Red Meat,100.0,195,20.56,12.0,0.0,0.0,0.0
Red Meat,100.0,184,20.56,11.0,0.0,0.0,0.0
Dairy,100.0,389,3.48,20.0,52.84,2.2,39.96
Poultry,100.0,216,28.65,10.0,1.76,0.0,0.0
Fruits,100.0,409,4.7,11.0,72.7,1.0,28.99
Red Meat,100.0,110,17.34,4.0,1.45,0.0,1.45
Dairy,100.0,102,4.37,1.1,19.05,0.0,19.05
Red Meat,100.0,310,16.32,27.0,0.0,0.0,0.0
Dairy,100.0,104,4.4,0.8,19.7,2.0,12.61
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Sauce,100.0,131,5.5,4.2,19.7,2.1,3.6
Sauce,100.0,82,2.45,4.9,6.94,1.2,0.41
Red Meat,100.0,279,17.18,23.0,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,522,10.85,29.0,54.78,0.0,54.7
Red Meat,100.0,148,22.06,5.9,0.0,0.0,0.0
Dairy,100.0,99,2.8,4.7,11.28,0.5,7.6
Grains,100.0,43,2.03,1.0,7.49,1.7,0.0
Red Meat,100.0,123,21.35,3.8,0.82,0.0,0.0
Red Meat,100.0,202,24.73,11.0,0.83,0.0,0.0
Snacks,100.0,352,8.6,1.6,84.8,10.2,22.7
Red Meat,100.0,156,31.11,2.6,0.0,0.0,0.0
Poultry,100.0,406,17.66,37.0,0.11,0.0,0.11
Red Meat,100.0,155,21.22,7.2,0.0,0.0,0.0
Dairy,100.0,257,4.08,20.0,16.18,0.0,8.21
Red Meat,100.0,237,19.32,17.0,0.0,0.0,0.0
Red Meat,100.0,224,20.59,15.0,0.0,0.0,0.0
Red Meat,100.0,132,18.73,5.7,0.0,0.0,0.0
Red Meat,100.0,184,25.32,8.4,0.0,0.0,0.0
Red Meat,100.0,228,32.06,10.0,0.0,0.0,0.0
Grains,100.0,329,11.8,12.0,44.29,11.2,4.2
Red Meat,100.0,158,22.17,7.1,0.0,0.0,0.0
Grains,100.0,88,1.98,1.0,17.91,1.3,8.71
Sauce,100.0,41,2.45,1.0,5.31,0.8,1.63
Poultry,100.0,149,22.99,6.3,0.0,0.0,0.0
Snacks,100.0,257,13.26,9.1,30.58,4.0,3.72
Poultry,100.0,153,27.25,4.8,0.25,0.0,0.0
Red Meat,100.0,126,21.1,4.6,0.0,0.0,0.0
Snacks,100.0,456,5.2,15.0,75.0,2.9,34.5
Dairy,100.0,66,1.8,3.6,6.77,0.0,4.4
Condiments,100.0,222,13.77,10.0,18.43,0.9,1.53
Eggs,100.0,222,26.3,7.2,13.6,2.0,5.9
Red Meat,100.0,273,26.49,18.0,0.0,0.0,0.0
Vegetables,100.0,94,3.11,0.7,22.33,2.8,0.0
Vegetables,100.0,80,2.75,0.4,19.56,2.4,3.12
Grains,100.0,309,7.25,9.3,49.09,4.9,9.81
Beverages,100.0,218,0.45,0.0,87.38,0.1,0.0
Poultry,100.0,146,25.34,5.0,0.0,0.0,0.0
Vegetables,100.0,19,1.04,0.4,3.79,1.1,2.48
Red Meat,100.0,171,28.05,5.7,0.0,0.0,0.0
Legumes and seeds,100.0,83,2.74,1.6,16.53,3.3,0.0
Vegetables,100.0,15,1.14,0.4,2.69,1.0,1.71
Poultry,100.0,127,26.97,2.1,0.0,0.0,0.0
Poultry,100.0,214,23.47,14.0,0.09,0.0,0.0
Red Meat,100.0,95,17.38,2.3,1.23,0.0,1.23
Red Meat,100.0,91,18.65,1.9,0.71,0.0,0.71
Red Meat,100.0,372,14.52,34.0,0.0,0.0,0.0
Vegetables,100.0,79,2.55,0.7,18.71,2.4,3.07
Red Meat,100.0,264,31.4,15.0,0.0,0.0,0.0
Red Meat,100.0,196,32.5,7.4,0.0,0.0,0.0
Snacks,100.0,343,22.35,9.0,52.47,10.5,22.67
Poultry,100.0,155,24.24,5.7,0.0,0.0,0.0
Legumes and seeds,100.0,121,8.12,0.9,20.8,6.0,0.0
Red Meat,100.0,95,15.43,3.5,0.67,0.0,0.67
Red Meat,100.0,342,15.32,31.0,0.0,0.0,0.0
Red Meat,100.0,143,21.22,5.8,0.0,0.0,0.0
Condiments,100.0,33,1.1,0.5,6.06,1.1,2.15
Legumes and seeds,100.0,139,7.05,2.8,22.53,6.4,4.01
Snacks,100.0,492,5.1,25.0,65.36,2.0,32.9
Dairy,100.0,66,1.38,3.5,6.44,0.0,6.44
Miscellaneous Ingredients,100.0,524,11.4,29.0,54.94,0.0,52.38
Condiments,100.0,273,14.72,17.0,15.37,0.0,0.0
Dairy,100.0,83,3.17,3.4,10.34,0.8,9.54
Poultry,100.0,170,26.51,7.1,0.04,0.0,0.0
Grains,100.0,50,1.44,0.2,10.52,0.5,0.03
Red Meat,100.0,211,31.75,8.4,0.0,0.0,0.0
Dairy,100.0,379,3.16,18.0,55.36,1.5,39.22
Beverages,100.0,1,0.0,0.0,0.31,0.0,0.0
Fruits,100.0,51,0.4,0.0,12.67,0.2,12.47
Grains,100.0,239,3.34,2.7,50.47,5.1,6.87
Snacks,100.0,254,14.62,9.3,28.08,2.9,5.02
Snacks,100.0,250,12.63,7.8,32.24,3.9,7.53
Poultry,100.0,179,22.41,10.0,0.0,0.0,0.0
Beverages,100.0,18,0.0,0.0,4.5,0.0,4.5
Condiments,100.0,533,0.17,60.0,0.86,0.0,0.0
Poultry,100.0,130,27.94,2.1,0.0,0.0,0.0
Red Meat,100.0,209,33.31,8.4,0.0,0.0,0.0
Beverages,100.0,164,0.1,0.0,15.85,0.0,15.81
Sauce,100.0,65,2.36,3.6,5.76,0.3,2.82
Legumes and seeds,100.0,71,3.85,0.9,11.83,1.9,5.06
Condiments,100.0,275,11.48,15.0,23.22,1.3,2.48
Condiments,100.0,206,11.59,10.0,16.81,1.4,4.0
Vegetables,100.0,34,3.6,0.2,6.68,1.9,1.04
Snacks,100.0,253,3.29,2.9,84.0,35.2,17.29
Eggs,100.0,257,9.3,8.1,37.5,1.5,4.0
Poultry,100.0,229,22.57,15.0,0.0,0.0,0.0
Poultry,100.0,149,23.93,6.0,0.0,0.0,0.0
Dairy,100.0,34,3.37,0.1,4.96,0.0,5.09
Dairy,100.0,99,3.98,1.2,18.64,0.0,18.64
Red Meat,100.0,188,34.94,4.3,0.0,0.0,0.0
Red Meat,100.0,272,16.16,23.0,0.24,0.0,0.0
Red Meat,100.0,160,20.65,8.6,0.0,0.0,0.0
Poultry,100.0,277,23.55,15.0,9.5,0.0,0.0
Red Meat,100.0,147,20.61,7.1,0.0,0.0,0.0
Dairy,100.0,470,15.7,21.0,56.0,0.0,56.0
Grains,100.0,369,6.09,2.5,86.5,9.3,19.1
Legumes and seeds,100.0,105,6.65,0.3,19.45,4.8,1.37
Red Meat,100.0,244,11.02,11.0,25.38,2.2,3.73
Dairy,100.0,713,0.22,80.0,0.75,0.0,0.0
Red Meat,100.0,170,20.71,9.0,0.0,0.0,0.0
Red Meat,100.0,128,21.75,3.9,0.0,0.0,0.0
Poultry,100.0,242,22.24,15.0,3.36,0.5,1.94
Legumes and seeds,100.0,33,4.83,0.6,4.72,0.0,0.0
Beverages,100.0,358,35.8,5.1,41.0,2.0,39.0
Red Meat,100.0,596,6.54,63.0,0.0,0.0,0.0
Condiments,100.0,254,11.74,12.0,24.81,0.0,0.0
Beverages,100.0,45,0.27,0.1,10.91,0.1,9.8
Beverages,100.0,400,2.8,15.0,75.0,3.7,65.0
Fruits,100.0,53,0.36,0.1,12.87,0.2,9.98
Condiments,100.0,450,1.0,50.0,1.0,0.0,0.0
Beverages,100.0,147,2.4,0.3,33.86,1.0,29.68
Snacks,100.0,247,12.72,7.9,31.31,4.0,7.12
Snacks,100.0,400,4.0,11.0,70.8,1.1,30.3
Poultry,100.0,236,28.67,12.0,2.97,0.0,0.0
Snacks,100.0,427,6.1,16.0,70.8,4.0,0.0
Poultry,100.0,268,21.95,16.0,8.28,0.3,0.0
Grains,100.0,376,10.39,3.8,80.3,7.4,22.7
Red Meat,100.0,109,21.1,2.1,0.0,0.0,0.0
Snacks,100.0,386,21.91,11.0,50.3,6.7,28.71
Sauce,100.0,45,2.45,1.2,5.71,0.8,1.22
Grains,100.0,248,4.31,5.2,45.78,4.3,3.53
Snacks,100.0,417,4.6,14.0,69.0,1.4,32.3
Beverages,100.0,46,0.34,0.0,11.42,0.1,8.13
Red Meat,100.0,158,27.57,4.4,0.0,0.0,0.0
Dairy,100.0,132,3.31,6.7,14.71,0.0,11.74
Dairy,100.0,520,14.42,28.0,51.75,0.0,52.02
Dairy,100.0,66,1.36,3.7,6.77,0.0,6.9
Red Meat,100.0,193,33.78,5.4,0.0,0.0,0.0
Red Meat,100.0,167,31.23,4.6,0.0,0.0,0.0
Beverages,100.0,20,0.0,0.0,5.16,0.0,5.16
Miscellaneous Ingredients,100.0,381,7.8,0.0,90.5,0.0,0.0
Red Meat,100.0,272,17.51,22.0,0.86,0.0,0.0
Poultry,100.0,246,30.45,12.0,1.82,0.1,0.0
Poultry,100.0,298,21.85,19.0,9.38,0.0,0.0
Vegetables,100.0,45,3.11,0.5,9.18,4.6,0.84
Beverages,100.0,47,0.47,0.0,11.28,0.0,10.93
Dairy,100.0,105,4.86,1.4,18.6,0.0,2.9
Red Meat,100.0,143,20.88,5.9,0.0,0.0,0.0
Red Meat,100.0,248,28.23,14.0,0.0,0.0,0.0
Red Meat,100.0,282,25.93,19.0,0.0,0.0,0.0
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Sauce,100.0,61,2.78,3.2,5.64,0.1,2.62
Red Meat,100.0,232,25.96,13.0,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,483,16.5,22.0,54.8,0.0,54.0
Grains,100.0,64,1.95,0.5,15.41,0.7,0.0
Legumes and seeds,100.0,22,1.86,0.3,4.1,0.0,0.0
Dairy,100.0,66,1.83,3.5,6.81,0.0,5.13
Miscellaneous Ingredients,100.0,480,15.6,21.0,57.1,0.0,56.0
Condiments,100.0,218,12.33,12.0,15.95,0.7,1.93
Red Meat,100.0,345,15.81,31.0,0.0,0.0,0.0
Snacks,100.0,354,8.5,3.4,81.4,10.9,22.29
Beverages,100.0,88,3.0,3.1,12.3,0.0,0.0
Beverages,100.0,21,0.0,0.0,5.0,0.0,5.0
Snacks,100.0,547,6.6,37.0,51.3,1.2,0.0
Vegetables,100.0,15,1.14,0.4,2.69,1.0,1.71
Snacks,100.0,474,8.66,23.0,61.6,2.9,53.08
Poultry,100.0,421,20.31,38.0,0.44,0.0,0.0
Poultry,100.0,403,12.26,39.0,1.0,0.0,0.0
Vegetables,100.0,24,1.21,0.2,5.37,2.3,0.0
Beverages,100.0,42,0.07,0.2,11.4,0.0,11.4
Poultry,100.0,158,26.1,6.0,0.0,0.0,0.0
Poultry,100.0,245,26.96,14.0,1.63,0.1,0.0
Dairy,100.0,66,1.61,3.6,6.7,0.0,6.7
Red Meat,100.0,208,30.13,9.7,0.0,0.0,0.0
Legumes and seeds,100.0,162,9.31,0.5,30.87,5.4,0.0
Red Meat,100.0,166,21.34,8.3,0.0,0.0,0.0
Red Meat,100.0,247,27.74,14.0,0.0,0.0,0.0
Grains,100.0,80,2.75,0.4,19.56,2.4,3.12
Vegetables,100.0,14,0.4,0.2,3.04,1.0,1.18
Dairy,100.0,65,2.17,2.9,7.64,0.0,7.64
Eggs,100.0,66,1.97,3.3,7.21,0.0,7.2
Red Meat,100.0,163,20.05,9.2,0.0,0.0,0.0
Red Meat,100.0,181,25.48,8.5,0.7,0.0,0.7
Miscellaneous Ingredients,100.0,345,55.3,0.0,33.3,0.0,0.0
Snacks,100.0,253,5.06,0.9,56.0,7.3,0.59
Red Meat,100.0,174,30.18,5.0,0.0,0.0,0.0
Dairy,100.0,50,3.3,2.0,4.8,0.0,5.06
Red Meat,100.0,170,25.81,6.6,0.0,0.0,0.0
Red Meat,100.0,199,33.68,6.1,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,884,0.0,100.0,0.0,0.0,0.0
Dairy,100.0,65,1.63,3.3,7.17,0.0,5.69
Legumes and seeds,100.0,77,4.74,0.6,13.63,3.3,0.0
Condiments,100.0,182,17.34,4.6,16.78,0.9,3.08
Poultry,100.0,210,4.26,1.1,45.74,2.1,3.19
Vegetables,100.0,31,0.81,0.2,7.62,1.0,2.11
Beverages,100.0,49,0.0,0.0,12.65,0.1,11.8
Miscellaneous Ingredients,100.0,135,18.5,4.3,8.3,5.6,1.1
Poultry,100.0,285,27.22,17.0,4.08,0.0,0.0
Red Meat,100.0,141,21.57,5.5,0.0,0.0,0.0
Fruits,100.0,96,0.55,0.0,24.85,1.6,0.0
Beverages,100.0,62,0.42,0.0,15.0,0.0,13.75
Snacks,100.0,422,18.49,13.0,57.27,2.8,33.04
Vegetables,100.0,32,3.6,0.2,6.16,1.9,1.04
Red Meat,100.0,317,23.47,24.0,0.0,0.0,0.0
Red Meat,100.0,235,24.88,14.0,0.0,0.0,0.0
Legumes and seeds,100.0,93,4.31,0.9,19.95,4.1,2.21
Red Meat,100.0,639,5.54,68.0,0.97,0.0,0.0
Red Meat,100.0,209,27.03,10.0,0.0,0.0,0.0
Snacks,100.0,467,4.5,18.0,73.2,2.3,34.8
Vegetables,100.0,219,22.8,11.0,8.9,2.5,0.6
Vegetables,100.0,185,21.8,7.4,8.5,2.3,0.2
Sauce,100.0,25,1.27,1.0,2.95,0.2,0.27
Dairy,100.0,34,3.37,0.1,4.96,0.0,5.09
Miscellaneous Ingredients,100.0,418,6.8,23.0,46.7,2.0,0.0
Grains,100.0,64,1.95,0.5,15.41,1.7,0.0
Eggs,100.0,328,9.29,23.0,21.07,2.0,3.1
Red Meat,100.0,252,31.86,14.0,0.0,0.0,0.0
Snacks,100.0,502,4.78,23.0,68.4,2.7,62.54
Red Meat,100.0,233,12.49,20.0,0.0,0.0,0.0
Snacks,100.0,390,8.0,7.4,78.0,6.2,0.0
Red Meat,100.0,145,21.22,6.1,0.0,0.0,0.0
Grains,100.0,50,1.46,0.2,10.66,0.5,0.03
Beverages,100.0,85,3.23,3.2,11.91,0.4,0.0
Grains,100.0,159,5.82,1.5,31.51,4.6,0.85
Fruits,100.0,342,0.6,1.0,82.7,7.7,0.0
Snacks,100.0,351,9.19,1.7,83.4,10.8,20.2
Poultry,100.0,172,26.24,7.4,0.0,0.0,0.0
Snacks,100.0,354,5.21,22.0,34.38,1.0,25.0
Red Meat,100.0,152,31.47,1.9,0.0,0.0,0.0
Red Meat,100.0,123,23.75,3.1,0.0,0.0,0.0
Vegetables,100.0,16,0.95,0.2,3.31,0.9,0.0
Dairy,100.0,30,2.38,0.8,3.51,0.3,2.61
Poultry,100.0,164,24.23,7.7,0.0,0.0,0.0
Poultry,100.0,164,23.0,8.0,0.0,0.0,0.0
Beverages,100.0,37,0.6,0.1,8.8,0.2,7.42
Red Meat,100.0,165,21.22,8.3,0.0,0.0,0.0
Poultry,100.0,205,25.8,11.0,0.0,0.0,0.0
Red Meat,100.0,169,19.98,9.2,0.0,0.0,0.0
Legumes and seeds,100.0,126,8.04,0.4,23.31,7.7,0.0
Sauce,100.0,215,9.45,5.5,31.89,0.8,3.94
Red Meat,100.0,155,21.55,6.9,0.0,0.0,0.0
Red Meat,100.0,113,21.4,2.4,0.0,0.0,0.0
Snacks,100.0,325,6.21,9.3,57.87,4.6,33.4
Snacks,100.0,466,5.8,25.0,63.8,3.4,0.0
Poultry,100.0,157,28.98,4.5,0.0,0.0,0.0
Snacks,100.0,462,4.1,20.0,72.4,13.2,27.0
Legumes and seeds,100.0,78,7.07,0.8,15.01,0.0,0.0
Snacks,100.0,443,2.59,15.0,75.94,1.3,67.0
Miscellaneous Ingredients,100.0,235,10.6,6.9,36.9,5.2,3.3
Miscellaneous Ingredients,100.0,511,10.8,27.0,56.2,0.0,56.0
Dairy,100.0,134,6.81,7.6,10.04,0.0,10.04
Snacks,100.0,481,3.6,26.0,66.4,5.2,49.58
Miscellaneous Ingredients,100.0,67,1.82,3.7,6.63,0.0,6.63
Snacks,100.0,265,5.33,9.3,40.01,9.3,10.67
Condiments,100.0,239,15.17,12.0,17.82,0.0,0.0
Condiments,100.0,235,11.85,13.0,18.35,0.0,0.0
Condiments,100.0,151,9.12,2.5,22.91,1.3,3.54
Red Meat,100.0,166,15.95,11.0,0.2,0.0,0.0
Red Meat,100.0,183,33.17,4.6,0.0,0.0,0.0
Legumes and seeds,100.0,97,3.17,0.4,20.32,5.0,3.23
Sauce,100.0,51,3.27,0.8,7.76,1.6,1.63
Snacks,100.0,363,4.2,5.4,74.4,5.6,29.4
Miscellaneous Ingredients,100.0,182,2.16,8.9,35.58,5.7,12.9
Red Meat,100.0,154,19.72,8.3,0.0,0.0,0.0
Snacks,100.0,521,9.53,31.0,55.38,3.3,40.33
Condiments,100.0,526,0.6,59.0,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,61,1.95,0.8,13.86,1.7,4.15
Seafood,100.0,107,18.6,3.6,0.0,0.0,0.0
Beverages,100.0,19,0.1,0.0,4.7,0.1,4.6
Dairy,100.0,86,4.93,1.3,13.8,0.0,5.43
Legumes and seeds,100.0,33,4.83,0.6,4.72,0.0,0.0
Red Meat,100.0,191,32.41,6.8,0.0,0.0,0.0
Poultry,100.0,260,24.84,13.0,8.99,0.3,0.0
Fruits,100.0,53,0.36,0.1,12.87,0.2,9.98
Grains,100.0,248,4.8,2.6,85.19,38.5,10.8
Legumes and seeds,100.0,78,9.04,4.2,2.85,0.9,0.6
Legumes and seeds,100.0,61,7.17,3.7,1.18,0.2,0.7
Condiments,100.0,205,10.06,6.4,26.66,1.6,3.61
Vegetables,100.0,33,1.21,0.8,5.35,0.7,0.82
Grains,100.0,342,11.6,2.0,81.0,13.8,0.4
Seafood,100.0,71,13.61,1.0,0.91,0.0,0.0
Sauce,100.0,35,1.55,1.0,5.05,0.3,0.19
Red Meat,100.0,238,27.29,9.2,9.91,0.3,0.57
Dairy,100.0,65,1.7,2.7,8.54,0.0,6.19
Legumes and seeds,100.0,124,9.13,0.1,22.41,9.3,0.0
Snacks,100.0,323,4.4,20.0,30.9,0.6,30.0
Condiments,100.0,583,0.14,65.0,0.14,0.0,0.0
Red Meat,100.0,127,21.99,3.7,0.0,0.0,0.0
Vegetables,100.0,45,3.11,0.5,9.18,4.6,0.84
Poultry,100.0,188,24.31,9.7,0.85,0.0,0.0
Snacks,100.0,508,10.2,31.0,53.4,2.8,23.74
Miscellaneous Ingredients,100.0,884,0.0,100.0,0.0,0.0,0.0
Eggs,100.0,330,6.59,9.6,54.46,2.3,16.05
Legumes and seeds,100.0,21,2.03,0.1,4.19,0.8,2.84
Grains,100.0,386,5.09,9.9,78.19,11.2,21.39
Sauce,100.0,69,1.54,2.3,10.0,2.3,7.69
Miscellaneous Ingredients,100.0,884,0.0,100.0,0.0,0.0,0.0
Snacks,100.0,484,14.2,32.0,44.9,0.0,0.0
Fruits,100.0,399,6.7,4.9,83.3,5.4,24.0
Seafood,100.0,111,23.48,1.2,0.0,0.0,0.0
Poultry,100.0,176,24.55,8.6,0.0,0.0,0.0
Red Meat,100.0,191,24.39,9.4,0.64,0.0,0.64
Dairy,100.0,509,12.73,26.0,56.03,0.0,56.03
Red Meat,100.0,274,18.15,22.0,0.0,0.0,0.0
Red Meat,100.0,243,12.12,11.0,23.1,2.1,3.74
Red Meat,100.0,541,37.04,42.0,1.43,0.0,0.0
Sauce,100.0,20,0.98,0.7,2.62,0.7,0.66
Red Meat,100.0,71,3.97,1.2,11.9,2.4,1.59
Dairy,100.0,136,1.0,10.0,11.38,0.0,11.38
Miscellaneous Ingredients,100.0,647,13.11,62.0,20.79,5.2,0.0
Red Meat,100.0,270,28.16,18.0,0.0,0.0,0.0
Beverages,100.0,101,4.22,1.7,17.3,1.3,8.44
Eggs,100.0,109,0.65,1.1,24.2,0.0,13.51
Grains,100.0,421,10.55,12.0,73.65,10.2,20.34
Vegetables,100.0,11,0.4,0.2,2.45,1.0,1.18
Poultry,100.0,127,26.97,2.1,0.0,0.0,0.0
Condiments,100.0,282,15.78,16.0,18.89,1.3,4.63
Poultry,100.0,222,31.84,8.9,1.64,0.1,0.0
Red Meat,100.0,175,28.69,5.8,0.0,0.0,0.0
Sauce,100.0,72,2.4,2.0,10.4,2.4,8.0
Beverages,100.0,6,0.1,0.0,1.3,0.4,0.08
Poultry,100.0,277,21.61,17.0,9.08,0.3,0.0
Grains,100.0,61,2.08,0.5,13.49,2.2,0.0
Fruits,100.0,52,0.17,0.1,12.96,0.2,9.95
Miscellaneous Ingredients,100.0,197,2.02,21.0,2.81,0.0,0.0
Poultry,100.0,212,28.94,9.4,2.9,0.0,0.0
Grains,100.0,152,3.23,2.1,31.11,3.3,0.3
Beverages,100.0,0,0.0,0.0,0.0,0.0,0.0
Red Meat,100.0,594,6.0,63.0,0.0,0.0,0.0
Condiments,100.0,122,0.37,0.3,33.73,1.1,26.68
Miscellaneous Ingredients,100.0,202,1.61,21.0,5.58,0.0,0.0
Beverages,100.0,36,2.14,1.1,4.27,0.0,3.91
Poultry,100.0,198,7.06,4.7,31.76,1.2,4.71
Sauce,100.0,220,9.76,1.0,42.93,2.0,6.83
Red Meat,100.0,122,21.44,4.0,0.0,0.0,0.0
Red Meat,100.0,194,19.74,13.0,0.0,0.0,0.0
Fruits,100.0,60,0.37,0.1,14.77,0.2,14.2
Sauce,100.0,87,2.38,1.6,15.87,0.8,0.79
Miscellaneous Ingredients,100.0,884,0.0,100.0,0.0,0.0,0.0
Beverages,100.0,85,3.37,3.3,11.2,0.5,6.68
